"SNPID","Position","Disease/Trait name","P value","PMID","Chr"
"rs11229262","57905461","Obesity with early age of onset (age >2)","9.10e-4","22484627","11"
"rs1124076","79502057","Obesity with early age of onset (age >2)","1.23e-4","22484627","2"
"rs11241130","110958782","Obesity-related traits","8.00e-6","23251661","5"
"rs1124124","44302545","Obesity (body mass index (BMI))","8.07e-4","21935397","3"
"rs11241681","122649342","Obesity with early age of onset (age >2)","2.00e-4","22484627","5"
"rs11241690","122695031","Obesity with early age of onset (age >2)","1.09e-4","22484627","5"
"rs11241691","122727598","Obesity with early age of onset (age >2)","1.46e-4","22484627","5"
"rs11246796","132233607","Obesity (body mass index (BMI))","2.84e-4","21935397","12"
"rs11246838","132317991","Obesity (body mass index (BMI))","4.02e-5","21935397","12"
"rs11246851","132331532","Obesity with early age of onset (age >2)","5.65e-4","22484627","12"
"rs11247770","28639893","Obesity with early age of onset (age >2)","3.83e-4","22484627","1"
"rs11247915","26650550","Obesity-related traits","5.00e-6","23251661","1"
"rs11254160","16744523","Obesity-related traits","6.00e-6","23251661","10"
"rs11254160","16744523","Obesity-related traits","8.00e-6","23251661","10"
"rs11256627","10535954","Obesity (body mass index (BMI))","5.17e-4","21935397","10"
"rs11259474","15129402","Obesity-related traits","5.00e-6","23251661","10"
"rs11263921","37075963","Obesity with early age of onset (age >2)","1.97e-4","22484627","1"
"rs11263922","37076092","Obesity with early age of onset (age >2)","3.20e-4","22484627","1"
"rs11264330","155098905","Obesity-related traits","5.00e-6","23251661","1"
"rs11264489","156480831","Obesity (body mass index (BMI))","6.00e-4","21935397","1"
"rs11265625","153642909","Obesity with early age of onset (age >2)","9.45e-4","22484627","1"
"rs1127568","25046090","Obesity with early age of onset (age >2)","8.49e-5","22484627","2"
"rs1128535","49866392","Obesity with early age of onset (age >2)","8.14e-4","22484627","3"
"rs112863468","625057","Obesity (extreme)","1.19e-4","21935397","2"
"rs1129065","113578609","Obesity (body mass index (BMI))","5.25e-4","21935397","4"
"rs11299","18123022","Obesity (body mass index (BMI))","7.38e-5","21935397","20"
"rs1133891","75214441","Obesity with early age of onset (age >2)","3.65e-4","22484627","1"
"rs114176962","24290676","Obesity-related traits","1.10e-4","17903300","1"
"rs1143006","81006387","Obesity with early age of onset (age >2)","8.94e-4","22484627","17"
"rs1143025","14612188","Obesity with early age of onset (age >2)","3.53e-4","22484627","9"
"rs1144097","50126692","Obesity with early age of onset (age >2)","9.38e-4","22484627","18"
"rs1144099","50126928","Obesity with early age of onset (age >2)","9.26e-4","22484627","18"
"rs1144713","32261239","Obesity-related traits","7.00e-6","23251661","12"
"rs1145555","35948655","Obesity (body mass index (BMI))","3.55e-4","21935397","18"
"rs1145557","35953570","Obesity (body mass index (BMI))","3.74e-4","21935397","18"
"rs1145559","35954028","Obesity (body mass index (BMI))","4.26e-4","21935397","18"
"rs1145560","35954175","Obesity (body mass index (BMI))","3.69e-4","21935397","18"
"rs1145562","35960366","Obesity (body mass index (BMI))","3.84e-4","21935397","18"
"rs1145567","35964819","Obesity (body mass index (BMI))","3.87e-4","21935397","18"
"rs1145569","35968000","Obesity (body mass index (BMI))","6.06e-4","21935397","18"
"rs1146675","77630053","Obesity (body mass index (BMI))","5.22e-4","21935397","1"
"rs1148480","11172006","Obesity with early age of onset (age >2)","7.62e-5","22484627","1"
"rs1148485","11148759","Obesity with early age of onset (age >2)","7.34e-5","22484627","1"
"rs11485264","75197533","Obesity with early age of onset (age >2)","4.89e-4","22484627","1"
"rs11495908","180704918","Obesity-related traits","2.00e-6","23251661","4"
"rs11495908","180704918","Obesity-related traits","4.00e-6","23251661","4"
"rs11511482","120419385","Obesity with early age of onset (age >2)","3.76e-4","22484627","10"
"rs1151200","78992686","Obesity-related traits","4.00e-7","23251661","11"
"rs11520442","57744576","Obesity with early age of onset (age >2)","1.98e-7","22484627","18"
"rs11520442","57744576","Obesity (body mass index (BMI))","3.65e-5","21935397","18"
"rs1152431","91373290","Obesity (body mass index (BMI))","4.98e-4","21935397","14"
"rs11536571","111809072","Obesity (body mass index (BMI))","5.21e-4","21935397","7"
"rs11539570","131084628","Obesity-related traits","7.00e-6","23251661","9"
"rs11556615","68447040","Obesity (extreme)","5.81e-4","21935397","4"
"rs11564386","25700791","Obesity-related traits","8.00e-6","23251661","18"
"rs11567697","35858324","Obesity (body mass index (BMI))","8.96e-4","21935397","5"
"rs11567698","35858343","Obesity (body mass index (BMI))","8.95e-4","21935397","5"
"rs11567714","35862985","Obesity (body mass index (BMI))","8.92e-4","21935397","5"
"rs11571475","1022352","Obesity (body mass index (BMI))","8.52e-4","21935397","12"
"rs1157200","171524901","Obesity with early age of onset (age >2)","8.55e-4","22484627","2"
"rs11574304","30973811","Obesity (body mass index (BMI))","2.11e-4","21935397","8"
"rs11574550","29673970","Obesity (body mass index (BMI))","8.03e-4","21935397","16"
"rs11574552","29674033","Obesity (body mass index (BMI))","5.23e-4","21935397","16"
"rs1157688","4636767","Obesity (body mass index (BMI))","4.79e-5","21935397","1"
"rs11577354","235267127","Obesity-related traits","7.00e-6","23251661","1"
"rs11577519","50994847","Obesity with early age of onset (age >2)","1.72e-4","22484627","1"
"rs11578460","233599529","Obesity with early age of onset (age >2)","7.29e-4","22484627","1"
"rs11581010","11212458","Obesity with early age of onset (age >2)","5.58e-5","22484627","1"
"rs11581605","218524304","Obesity with early age of onset (age >2)","5.79e-4","22484627","1"
"rs11583193","185540618","Obesity (body mass index (BMI))","6.49e-4","21935397","1"
"rs1158353","157434848","Obesity with early age of onset (age >2)","4.27e-4","22484627","3"
"rs11585553","11233814","Obesity with early age of onset (age >2)","4.19e-5","22484627","1"
"rs11585772","51384790","Obesity with early age of onset (age >2)","7.00e-4","22484627","1"
"rs11586236","184330372","Obesity with early age of onset (age >2)","5.95e-4","22484627","1"
"rs11586243","177798837","Obesity with early age of onset (age >2)","1.46e-4","22484627","1"
"rs11586588","185533305","Obesity (body mass index (BMI))","9.19e-4","21935397","1"
"rs11587148","50994712","Obesity with early age of onset (age >2)","1.79e-4","22484627","1"
"rs11587750","51150743","Obesity with early age of onset (age >2)","3.59e-4","22484627","1"
"rs11587909","51050799","Obesity with early age of onset (age >2)","1.81e-4","22484627","1"
"rs11591225","78086710","Obesity with early age of onset (age >2)","7.11e-4","22484627","10"
"rs11593981","16230372","Obesity (body mass index (BMI))","6.27e-4","21935397","10"
"rs11594064","96128383","Obesity with early age of onset (age >2)","8.55e-4","22484627","10"
"rs1159835","51637583","Obesity (body mass index (BMI))","3.22e-4","21935397","7"
"rs11600301","84642163","Obesity with early age of onset (age >2)","5.47e-4","22484627","11"
"rs11600794","38797223","Obesity (body mass index (BMI))","3.38e-5","21935397","11"
"rs11601602","28233768","Obesity-related traits","9.00e-6","23251661","11"
"rs11601906","131325246","Obesity-related traits","2.00e-6","23251661","11"
"rs11606965","38573394","Obesity (body mass index (BMI))","1.69e-4","21935397","11"
"rs11609353","97660291","Obesity (body mass index (BMI))","3.29e-4","21935397","12"
"rs11610365","82218108","Obesity (body mass index (BMI))","8.12e-4","21935397","12"
"rs11613196","82173251","Obesity (body mass index (BMI))","8.87e-4","21935397","12"
"rs11613757","132332237","Obesity (body mass index (BMI))","1.97e-4","21935397","12"
"rs11614016","13379640","Obesity (body mass index (BMI))","8.69e-4","21935397","12"
"rs11614599","132054781","Obesity (body mass index (BMI))","8.68e-4","21935397","12"
"rs11615729","82128318","Obesity (body mass index (BMI))","4.27e-4","21935397","12"
"rs11619704","47598306","Obesity (body mass index (BMI))","8.67e-4","21935397","13"
"rs11621338","101818580","Obesity (body mass index (BMI))","4.50e-4","21935397","14"
"rs11622488","95535622","Obesity (body mass index (BMI))","5.08e-4","21935397","14"
"rs11622539","99723297","Obesity with early age of onset (age >2)","6.29e-4","22484627","14"
"rs11623451","40005974","Obesity (body mass index (BMI))","8.69e-4","21935397","14"
"rs11623713","99240316","Obesity-related traits","8.00e-6","23251661","14"
"rs11624164","68986157","Obesity-related traits","5.00e-6","23251661","14"
"rs11624274","91537234","Obesity (body mass index (BMI))","1.52e-4","21935397","14"
"rs11624704","78786077","Obesity","3.00e-9","21552555","14"
"rs11624961","39998458","Obesity (body mass index (BMI))","8.56e-4","21935397","14"
"rs11626278","101815357","Obesity (body mass index (BMI))","4.52e-4","21935397","14"
"rs11626685","40251879","Obesity (body mass index (BMI))","4.48e-4","21935397","14"
"rs11627056","47454986","Obesity-related traits","3.00e-7","23251661","14"
"rs11627075","94972242","Obesity-related traits","3.00e-6","23251661","14"
"rs11627178","74718280","Obesity (body mass index (BMI))","8.83e-4","21935397","14"
"rs11627189","91590956","Obesity (body mass index (BMI))","9.90e-4","21935397","14"
"rs11628275","91621448","Obesity (body mass index (BMI))","5.53e-4","21935397","14"
"rs11629011","101817804","Obesity (body mass index (BMI))","3.82e-4","21935397","14"
"rs11629908","36476873","Obesity (body mass index (BMI))","7.55e-4","21935397","15"
"rs11629963","85530039","Obesity with early age of onset (age >2)","6.49e-5","22484627","15"
"rs11630578","47874860","Obesity with early age of onset (age >2)","6.43e-4","22484627","15"
"rs11631184","85663630","Obesity with early age of onset (age >2)","8.24e-4","22484627","15"
"rs11631548","85619248","Obesity with early age of onset (age >2)","7.95e-4","22484627","15"
"rs11632658","85606213","Obesity with early age of onset (age >2)","7.66e-4","22484627","15"
"rs11632899","85600840","Obesity with early age of onset (age >2)","8.38e-4","22484627","15"
"rs11632922","100091443","Obesity with early age of onset (age >2)","5.68e-4","22484627","15"
"rs11633473","95270905","Obesity (body mass index (BMI))","3.21e-4","21935397","15"
"rs11633626","95271378","Obesity (body mass index (BMI))","3.28e-4","21935397","15"
"rs11633659","95271360","Obesity (body mass index (BMI))","3.24e-4","21935397","15"
"rs11634297","95267564","Obesity (body mass index (BMI))","8.89e-5","21935397","15"
"rs11634397","80432222","Type 2 diabetes without obesity","5.10e-4","20581827","15"
"rs11634975","85606478","Obesity with early age of onset (age >2)","7.85e-4","22484627","15"
"rs11635824","47874891","Obesity with early age of onset (age >2)","7.47e-4","22484627","15"
"rs11636121","31339151","Obesity (body mass index (BMI))","5.38e-4","21935397","15"
"rs11637512","85648759","Obesity with early age of onset (age >2)","6.58e-4","22484627","15"
"rs11637906","95258241","Obesity (body mass index (BMI))","8.77e-4","21935397","15"
"rs11638765","95271164","Obesity (body mass index (BMI))","3.22e-4","21935397","15"
"rs11639988","19944363","Obesity","4.00e-9","23563607","16"
"rs11639988","19944363","Obesity class","4.02e-9","23563607","16"
"rs11640537","52622112","Obesity (body mass index (BMI))","1.67e-4","21935397","16"
"rs11640563","9536631","Obesity (body mass index (BMI))","9.38e-5","21935397","16"
"rs11642841","53845487","Obesity (body mass index (BMI))","6.66e-12","21935397","16"
"rs11642841","53845487","Obesity with early age of onset (age >2)","2.48e-11","22484627","16"
"rs11644596","24389861","Type 2 diabetes with obesity","3.20e-5","17460697","16"
"rs11645620","52618953","Obesity (body mass index (BMI))","2.25e-4","21935397","16"
"rs11648477","52570969","Obesity (body mass index (BMI))","2.54e-4","21935397","16"
"rs11651323","54947969","Obesity (body mass index (BMI))","1.29e-4","21935397","17"
"rs11651692","54938015","Obesity (body mass index (BMI))","8.21e-5","21935397","17"
"rs11652039","75110626","Obesity (body mass index (BMI))","5.15e-4","21935397","17"
"rs11653011","53519844","Obesity-related traits","3.00e-6","23251661","17"
"rs11658587","4901982","Obesity-related traits","6.00e-6","23251661","17"
"rs11659348","35991476","Obesity (body mass index (BMI))","2.27e-4","21935397","18"
"rs11660127","10430734","Obesity (body mass index (BMI))","6.52e-4","21935397","18"
"rs11660783","57767635","Obesity with early age of onset (age >2)","2.14e-5","22484627","18"
"rs11660783","57767635","Obesity (body mass index (BMI))","1.80e-4","21935397","18"
"rs11661910","35994031","Obesity (body mass index (BMI))","2.40e-4","21935397","18"
"rs11662297","6668050","Obesity-related traits","4.00e-6","23251661","18"
"rs11662368","57757978","Obesity with early age of onset (age >2)","6.73e-6","22484627","18"
"rs11662368","57757978","Obesity (body mass index (BMI))","3.32e-5","21935397","18"
"rs11662748","5762618","Obesity-related traits","1.00e-6","23251661","18"
"rs11663409","10430126","Obesity (body mass index (BMI))","6.59e-4","21935397","18"
"rs11663816","57876227","Obesity with early age of onset (age >2)","1.27e-7","22484627","18"
"rs11663816","57876227","Obesity (body mass index (BMI))","3.13e-6","21935397","18"
"rs11664212","57739179","Obesity with early age of onset (age >2)","1.79e-6","22484627","18"
"rs11664327","57739623","Obesity with early age of onset (age >2)","1.14e-6","22484627","18"
"rs11664369","57739072","Obesity with early age of onset (age >2)","1.77e-7","22484627","18"
"rs11664369","57739072","Obesity (body mass index (BMI))","3.35e-5","21935397","18"
"rs11664615","27915220","Obesity (body mass index (BMI))","6.21e-4","21935397","18"
"rs11664883","57877800","Obesity with early age of onset (age >2)","2.64e-8","22484627","18"
"rs11664883","57877800","Obesity (body mass index (BMI))","9.01e-7","21935397","18"
"rs11665227","57757628","Obesity with early age of onset (age >2)","1.36e-6","22484627","18"
"rs11665563","57876034","Obesity with early age of onset (age >2)","2.60e-8","22484627","18"
"rs11665563","57876034","Obesity (body mass index (BMI))","8.92e-7","21935397","18"
"rs11666589","6594602","Obesity (body mass index (BMI))","4.84e-4","21935397","19"
"rs11668979","58501951","Obesity (body mass index (BMI))","9.50e-4","21935397","19"
"rs1167125","43434282","Obesity-related traits","5.00e-6","23251661","12"
"rs11671664","46172278","Obesity","8.70e-7","22344221","19"
"rs11673344","37684966","Obesity-related traits","5.00e-6","23251661","19"
"rs11673642","7284597","Obesity (body mass index (BMI))","6.56e-4","21935397","19"
